Nº;TITULO;Autor;Año;SignaturaLCC;LCCSeccion;LCCNumero;LCCCutter;Ejemplar;Observaciones
1012;Geometria vectorial en R2 Para estudiantes  de Ingenierías, Física y Matemáticas;Moises Lazaro C;2013;QA551.L32;QA;551;.L32;5;
1013;Geometria vectorial en R2 Para estudiantes  de Ingenierías, Física y Matemáticas;Moises Lazaro C;2013;QA551.L32;QA;551;.L32;6;
1014;Geometria vectorial en R2 Para estudiantes  de Ingenierías, Física y Matemáticas;Moises Lazaro C;2013;QA551.L32;QA;551;.L32;7;
1015;Geometria vectorial en R2 Para estudiantes  de Ingenierías, Física y Matemáticas;Moises Lazaro C;2013;QA551.L32;QA;551;.L32;8;
1016;Geometria vectorial en R2 Para estudiantes  de Ingenierías, Física y Matemáticas;Moises Lazaro C;2013;QA551.L32;QA;551;.L32;9;
1017;Geometria Analitica Relaciones  y funciones-Funciones trigonometricas, Ecuaciones y graficas.;Irma Beatriz Rumbos Pellicer, Rita Esther Zuazua Vega, Cesar Luis Garcia Garcia.;2011;QA551.N57;QA;551;.N57;1;
1018;Geometria Analitica Teoria y aplicaciones;Gilberto Orozco Mayren;2011;QA551.O71;QA;551;.O71;1;
1019;Geometria Analitica Teoria y aplicaciones;Gilberto Orozco Mayren;2011;QA551.O71;QA;551;.O71;2;
1020;Geometria Analitica Teoria y aplicaciones;Gilberto Orozco Mayren;2011;QA551.O71;QA;551;.O71;3;
1021;Geometria Analitica Teoria y aplicaciones;Gilberto Orozco Mayren;2011;QA551.O71;QA;551;.O71;4;
1022;Geometria Analitica Teoria y aplicaciones;Gilberto Orozco Mayren;2011;QA551.O71;QA;551;.O71;5;
1023;Geometria Analitica;Paul K. Rees;2003;QA551.R44;QA;551;.R44;1;
1024;Geometria Analitica;Paul K. Rees;2003;QA551.R44;QA;551;.R44;2;
1025;Geometria Analitica;Paul K. Rees;2003;QA551.R44;QA;551;.R44;3;
1026;Geometria Analitica;Paul K. Rees;2003;QA551.R44;QA;551;.R44;4;
1027;Geometria Analitica;Paul K. Rees;2003;QA551.R44;QA;551;.R44;5;
1028;Geometria Analitica;Ludwing J. Salazar Guerrero;2012;QA551.S18;QA;551;.S18;1;
1029;Geometria Analitica;Ludwing J. Salazar Guerrero;2012;QA551.S18;QA;551;.S18;2;
1030;Geometria Analitica;Ludwing J. Salazar Guerrero;2012;QA551.S18;QA;551;.S18;3;
1031;Geometria Analitica;Ludwing J. Salazar Guerrero;2012;QA551.S18;QA;551;.S18;4;
1032;Geometria Analitica;Ludwing J. Salazar Guerrero;2012;QA551.S18;QA;551;.S18;5;
1033;Conoce y trabaja con Excel 2013 Guia práctica;Poul Jim Estiwarth Paredes Bruno;2013;QA5548.4.M523.P26;QA;5548.4;.M523.P26;1;
1034;Geometria;Aníbal Paredes Galván;2006;QA555.G36;QA;555;.G36;1;
1035;Vectores en R2 y R3;Moises Lazaro C;2010;QA555.L32;QA;555;.L32;1;
1036;Vectores en R2 y R3;Moises Lazaro C;2010;QA555.L32;QA;555;.L32;2;
1037;Vectores en R2 y R3;Moises Lazaro C;2010;QA555.L32;QA;555;.L32;3;
1038;Curvas y Superficies para Modelado Geometrico;Juan M. Cordero Valle;2002;QA621.C79;QA;621;.C79;1;
1039;Diccionario informatico Información actualizada  con conceptos informáticos;Ingrid Córdova Bustinza;2005;QA76.15.C79;QA;76.15;.C79;1;
1040;Diccionario informatico Información actualizada  con conceptos informáticos;Ingrid Córdova Bustinza;2005;QA76.15.C79;QA;76.15;.C79;2;
1041;Diccionario informatico Información actualizada  con conceptos informáticos;Ingrid Córdova Bustinza;2005;QA76.15.C79;QA;76.15;.C79;3;
1042;Diccionario Informatico;Macro;2003;QA76.15.D73;QA;76.15;.D73;1;
1043;Tecnicas de configuracion de ROUTERS CISCO;Ernesto Ariganello;2008;QA76.3.A72;QA;76.3;.A72;1;
1044;Introduction to Cisco Router Configuration  Prepare for CCNA certification with the official ICRC coursebook;Laura Chappell;2006;QA76.3.I61;QA;76.3;.I61;1;
1045;CCENT/CCNA ICND1 Guía oficial para el examen de Certificación;Wendell Odom;2008;QA76.3.O34;QA;76.3;.O34;1;
1046;Aproximacion a la ingenieria del software;Sebastian Ruben Gomez Palomo;2015;QA76.458.G64;QA;76.458;.G64;1;
1047;Aproximacion a la ingenieria del software;Sebastian Ruben Gomez Palomo;2015;QA76.458.G64;QA;76.458;.G64;2;
1048;Aproximacion a la ingenieria del software;Sebastian Ruben Gomez Palomo;2015;QA76.458.G64;QA;76.458;.G64;3;
1049;Aproximacion a la ingenieria del software;Sebastian Ruben Gomez Palomo;2015;QA76.458.G64;QA;76.458;.G64;4;
1050;Aproximacion a la ingenieria del software;Sebastian Ruben Gomez Palomo;2015;QA76.458.G64;QA;76.458;.G64;5;
1051;Introduccion a la Computacion;J. Glenn Brookshear;2012;QA76.5.B84;QA;76.5;.B84;1;
1052;Introduccion a la Computacion;J. Glenn Brookshear;2012;QA76.5.B84;QA;76.5;.B84;2;
1053;Introduccion a la Computacion;J. Glenn Brookshear;2012;QA76.5.B84;QA;76.5;.B84;3;
1054;Introduccion a la Computacion;J. Glenn Brookshear;2012;QA76.5.B84;QA;76.5;.B84;4;
1055;Introduccion a la Computacion;J. Glenn Brookshear;2012;QA76.5.B84;QA;76.5;.B84;5;
1056;Introduccion a la Computacion;J. Glenn Brookshear;2012;QA76.5.B84;QA;76.5;.B84;6;
1057;Introduccion a la Computacion;J. Glenn Brookshear;2012;QA76.5.B84;QA;76.5;.B84;7;
1058;Introduccion a la Computacion;J. Glenn Brookshear;2012;QA76.5.B84;QA;76.5;.B84;8;
1059;Trabaja en la nube con google Apps;Macro;2013;QA76.5.M12;QA;76.5;.M12;1;
1060;Diseño de programas;Antonio Menchén Peñuela;2010;QA76.5.M42;QA;76.5;.M42;1;
1061;Introduccion a la Computacion;Peter Norton;2006;QA76.5.N82;QA;76.5;.N82;1;
1062;Introduccion a la Computacion;Peter Norton;2006;QA76.5.N82;QA;76.5;.N82;2;
1063;Gestión de servicios en el sistema informático;Arturo F. Ramos Pérez;2015;QA76.5.R24;QA;76.5;.R24;1;
1064;Manual de realizacion multimedia;Rafael Zalvidea;2003;QA76.575.Z23;QA;76.575;.Z23;1;
1065;Manual de realizacion multimedia;Rafael Zalvidea;2003;QA76.575.Z23;QA;76.575;.Z23;2;
1066;Manual de realizacion multimedia;Rafael Zalvidea;2003;QA76.575.Z23;QA;76.575;.Z23;3;
1067;Manual de realizacion multimedia;Rafael Zalvidea;2003;QA76.575.Z23;QA;76.575;.Z23;4;
1068;Manual de realizacion multimedia;Rafael Zalvidea;2003;QA76.575.Z23;QA;76.575;.Z23;5;
1069;Fundamentos y Estructura de Computadoras;Jose Angulo Usategui;2003;QA76.6.A61;QA;76.6;.A61;1;
1070;Metodologia de la programacion Algoritmos,  diagramas de flujo y programas 2da edicion;Osvaldo Cairo;2003;QA76.6.C16;QA;76.6;.C16;1;
1071;Metodologia de la programacion Algoritmos,  diagramas de flujo y programas 3ra edicion;Osvaldo Cairo;2005;QA76.6.C16;QA;76.6;.C16;1;
1072;Metodologia de la programacion Algoritmos,  diagramas de flujo y programas 3ra edicion;Osvaldo Cairo;2005;QA76.6.C16;QA;76.6;.C16;2;
1073;Metodologia de la programacion Algoritmos,  diagramas de flujo y programas 3ra edicion;Osvaldo Cairo;2005;QA76.6.C16;QA;76.6;.C16;3;
1074;Metodologia de la programacion Algoritmos,  diagramas de flujo y programas 3ra edicion;Osvaldo Cairo;2005;QA76.6.C16;QA;76.6;.C16;4;
1075;Metodologia de la programacion Algoritmos,  diagramas de flujo y programas 3ra edicion;Osvaldo Cairo;2005;QA76.6.C16;QA;76.6;.C16;5;
1076;Introducción a la Programacion Lógica y Diseño;Joyce Farrell;2013;QA76.6.F23;QA;76.6;.F23;1;
1077;Introduccion a la Programacion Lógica y Diseño;Joyce Farrell;2001;QA76.6.F23 ;QA;76.6;.F23 ;1;
1078;Programacion Orientada a Objetos Usando JAVA;Héctor Arturo Flórez Fernández;2012;QA76.6.F23 ;QA;76.6;.F23 ;1;
1079;Introducción a la Programacion Lógica y Diseño;Joyce Farrell;2013;QA76.6.F23;QA;76.6;.F23;2;
1080;Programacion Orientada a Objetos Usando JAVA;Héctor Arturo Flórez Fernández;2012;QA76.6.F23;QA;76.6;.F23;2;
1081;Programacion Orientada a Objetos Usando JAVA;Héctor Arturo Flórez Fernández;2012;QA76.6.F23;QA;76.6;.F23;3;
1082;Programacion Orientada a Objetos Usando JAVA;Héctor Arturo Flórez Fernández;2012;QA76.6.F23;QA;76.6;.F23;4;
1083;Programacion Orientada a Objetos Usando JAVA;Héctor Arturo Flórez Fernández;2012;QA76.6.F23;QA;76.6;.F23;5;
1084;Desarrollo de Software con NetBeans 7.1  ¡ Programe para escritorio, Web y dispositivos móviles !;Enrique Gómez Jiménez;2012;QA76.6.G63;QA;76.6;.G63;1;
1085;Desarrollo de Software con NetBeans 7.1  ¡ Programe para escritorio, Web y dispositivos móviles !;Enrique Gómez Jiménez;2012;QA76.6.G63;QA;76.6;.G63;2;
1086;Una introduccion a la programación Un enfoque algorítmico;Jesús J. García Molina;2005;QA76.6.I61;QA;76.6;.I61;1;
1087;Una introduccion a la programación Un enfoque algorítmico;Jesús J. García Molina;2005;QA76.6.I61;QA;76.6;.I61;2;
1088;Fundamentos generales de programacion;Luis Joyanes Aguilar;2013;QA76.6.J79;QA;76.6;.J79;1;
1089;Computacion en la nube Estrategias  de cloud computing en las empresas;Luis Joyanes Aguilar;2012;QA76.6.J79C ;QA;76.6;.J79C ;1;
1090;Computacion en la nube Estrategias  de cloud computing en las empresas;Luis Joyanes Aguilar;2012;QA76.6.J79C;QA;76.6;.J79C;2;
1091;Computacion en la nube Estrategias  de cloud computing en las empresas;Luis Joyanes Aguilar;2012;QA76.6.J79C;QA;76.6;.J79C;3;
1092;Computacion en la nube Estrategias  de cloud computing en las empresas;Luis Joyanes Aguilar;2012;QA76.6.J79C;QA;76.6;.J79C;4;
1093;Computacion en la nube Estrategias  de cloud computing en las empresas;Luis Joyanes Aguilar;2012;QA76.6.J79C;QA;76.6;.J79C;5;
1094;Introduccion a la programacion;Mihaela Juaganaru Mathieu;2012;QA76.6.J85;QA;76.6;.J85;1;
1095;Introduccion a la programacion;Mihaela Juaganaru Mathieu;2012;QA76.6.J85;QA;76.6;.J85;2;
1096;Programacion;Juan Carlos Moreno Pérez;2013;QA76.6.M86;QA;76.6;.M86;1;
1097;Programacion orientada a objetos - MF0227_3;Juan Carlos Moreno Pérez;2015;QA76.6.M87;QA;76.6;.M87;1;
1098;Logica de programacion;Efrain M. Oviedo Regino;2004;QA76.6.O93;QA;76.6;.O93;1;
1099;Logica de programacion;Efrain M. Oviedo Regino;2004;QA76.6.O93;QA;76.6;.O93;2;
1100;Diseños de Programas Formalismo y Abstraccion;Ricardo Peña Mari;2005;QA76.6.P42;QA;76.6;.P42;1;
1101;Diseños de Programas Formalismo y Abstraccion;Ricardo Peña Mari;2005;QA76.6.P42;QA;76.6;.P42;2;
1102;Fundamentos de programacion;Enrique Quero Catalinas;2004;QA76.6.Q34;QA;76.6;.Q34;1;
1103;Fundamentos de programacion;Enrique Quero Catalinas;2004;QA76.6.Q34;QA;76.6;.Q34;2;
1104;Introduccion a la programacion Algoritmos  y su implementacion en VB.NET, C#, Java yC++;Felipe Ramirez;2007;QA76.6.R21;QA;76.6;.R21;1;
1105;Introduccion a la programacion Algoritmos  y su implementacion en VB.NET, C#, Java yC++;Felipe Ramirez;2007;QA76.6.R21;QA;76.6;.R21;2;
1106;Introduccion a la programacion Algoritmos  y su implementacion en VB.NET, C#, Java yC++;Felipe Ramirez;2007;QA76.6.R21;QA;76.6;.R21;3;
1107;Introduccion a la programacion Algoritmos  y su implementacion en VB.NET, C#, Java yC++;Felipe Ramirez;2007;QA76.6.R21;QA;76.6;.R21;4;
1108;Programacion de servicios y procesos  Tecnico superior en Desarrolo de Aplicaciones Multiplataforma;Jesus Ramos Martin;2013;QA76.6.R24 ;QA;76.6;.R24 ;1;
1109;Programacion de servicios y procesos  Tecnico superior en Desarrolo de Aplicaciones Multiplataforma;Jesus Ramos Martin;2013;QA76.6.R24;QA;76.6;.R24;2;
1110;Programacion de servicios y procesos  Tecnico superior en Desarrolo de Aplicaciones Multiplataforma;Jesus Ramos Martin;2013;QA76.6.R24;QA;76.6;.R24;3;
1111;Programacion de servicios y procesos  Tecnico superior en Desarrolo de Aplicaciones Multiplataforma;Jesus Ramos Martin;2013;QA76.6.R24;QA;76.6;.R24;4;
1112;Programacion de servicios y procesos  Tecnico superior en Desarrolo de Aplicaciones Multiplataforma;Jesus Ramos Martin;2013;QA76.6.R24;QA;76.6;.R24;5;
1113;Programacion estructurade y orientada a objetos Un enfoque algoritmico;Leobardo Lopez Roman;2011;QA76.6.R86;QA;76.6;.R86;1;
1114;Programacion estructurade y orientada a objetos Un enfoque algoritmico;Leobardo Lopez Roman;2011;QA76.6.R86;QA;76.6;.R86;2;
1115;Programacion estructurade y orientada a objetos Un enfoque algoritmico;Leobardo Lopez Roman;2011;QA76.6.R86;QA;76.6;.R86;3;
1116;Programacion estructurade y orientada a objetos Un enfoque algoritmico;Leobardo Lopez Roman;2011;QA76.6.R86;QA;76.6;.R86;4;
1117;Programacion estructurade y orientada a objetos Un enfoque algoritmico;Leobardo Lopez Roman;2011;QA76.6.R86;QA;76.6;.R86;5;
1118;Programacion estructurade y orientada a objetos Un enfoque algoritmico;Leobardo Lopez Roman;2011;QA76.6.R86;QA;76.6;.R86;6;
1119;Programacion estructurade y orientada a objetos Un enfoque algoritmico;Leobardo Lopez Roman;2011;QA76.6.R86;QA;76.6;.R86;7;
1120;Programacion estructurade y orientada a objetos Un enfoque algoritmico;Leobardo Lopez Roman;2011;QA76.6.R86;QA;76.6;.R86;8;
1121;Programacion estructurade y orientada a objetos Un enfoque algoritmico;Leobardo Lopez Roman;2011;QA76.6.R86;QA;76.6;.R86;9;
1122;Fundamentos de progarmacion;Manuel Santos;2005;QA76.6.S21;QA;76.6;.S21;1;
1123;Fundamentos de progarmacion;Manuel Santos;2005;QA76.6.S21;QA;76.6;.S21;2;
1124;Concepts, techniques, and models od computer programming;Peter Van Roy;2004;QA76.6.V28;QA;76.6;.V28;1;
1125;Fundamentos de programacion Aprendizaje activo basado en casos;Jorge A. Villalobos S;2006;QA76.6.V66;QA;76.6;.V66;1;
1126;Fundamentos de programacion Aprendizaje activo basado en casos;Jorge A. Villalobos S;2006;QA76.6.V66;QA;76.6;.V66;2;
1127;Fundamentos de programacion Aprendizaje activo basado en casos;Jorge A. Villalobos S;2006;QA76.6.V66;QA;76.6;.V66;3;
1128;Fundamentos de programacion Aprendizaje activo basado en casos;Jorge A. Villalobos S;2006;QA76.6.V66;QA;76.6;.V66;4;
1129;Fundamentos de programacion Aprendizaje activo basado en casos;Jorge A. Villalobos S;2006;QA76.6.V66;QA;76.6;.V66;5;
1130;Fundamentos de programacion Aprendizaje activo basado en casos;Jorge A. Villalobos S;2006;QA76.6.V66;QA;76.6;.V66;6;
1131;Logica para la computacion Teorias de primer orden,  resolucion y elementos de programacion logica y PROLOG;Luis de Ledesma;2009;QA76.63.L36;QA;76.63;.L36;1;
1132;Aprenda ya programacion orientada a objetos;Silvia A. Campos Benites;2006;QA76.64.C24;QA;76.64;.C24;1;
1133;Aprenda ya programacion orientada a objetos;Silvia A. Campos Benites;2006;QA76.64.C24;QA;76.64;.C24;2;
1134;Aprenda ya programacion orientada a objetos;Silvia A. Campos Benites;2006;QA76.64.C24;QA;76.64;.C24;3;
1135;Aprenda ya programacion orientada a objetos;Silvia A. Campos Benites;2006;QA76.64.C24;QA;76.64;.C24;4;
1136;Aprenda ya programacion orientada a objetos;Silvia A. Campos Benites;2006;QA76.64.C24;QA;76.64;.C24;5;
1137;Aprenda ya programacion orientada a objetos;Silvia A. Campos Benites;2006;QA76.64.C24;QA;76.64;.C24;6;
1138;Internet & World Wide Web Como programar;Paul J. Deitel;2014;QA76.64.D46;QA;76.64;.D46;1;
1139;Internet & World Wide Web Como programar;Paul J. Deitel;2014;QA76.64.D46;QA;76.64;.D46;2;
1140;Internet & World Wide Web Como programar;Paul J. Deitel;2014;QA76.64.D46;QA;76.64;.D46;3;
1141;Internet & World Wide Web Como programar;Paul J. Deitel;2014;QA76.64.D46;QA;76.64;.D46;4;
1142;Internet & World Wide Web Como programar;Paul J. Deitel;2014;QA76.64.D46;QA;76.64;.D46;5;
1143;Internet & World Wide Web Como programar;Paul J. Deitel;2014;QA76.64.D46;QA;76.64;.D46;6;
1144;Metodo para la solucion de problemas  utilizando la programacion orientada a objetos;Juan Jose Flores Cueto;2003;QA76.64.F64;QA;76.64;.F64;1;
1145;Todo lo basico que deberian saber sobre programacion  orientada a objetos en Java;Luis Fernando Garcia LLinas;2010;QA76.64.G23;QA;76.64;.G23;1;
1146;Todo lo basico que deberian saber sobre programacion  orientada a objetos en Java;Luis Fernando Garcia LLinas;2010;QA76.64.G24;QA;76.64;.G24;2;
1147;Todo lo basico que deberian saber sobre programacion  orientada a objetos en Java;Luis Fernando Garcia LLinas;2010;QA76.64.G24;QA;76.64;.G24;3;
1148;Todo lo basico que deberian saber sobre programacion  orientada a objetos en Java;Luis Fernando Garcia LLinas;2010;QA76.64.G24;QA;76.64;.G24;4;
1149;Programación en C, C++, Java y UML 2da Edicion;Luis Joyanes Aguilar;2014;QA76.64.J79P;QA;76.64;.J79P;1;
1150;Programacion en C, C++, JAVA y UML;Luis Joyanes Aguilar;2010;QA76.64.J79P ;QA;76.64;.J79P ;1;
1151;Programación en C, C++, Java y UML 2da Edicion;Luis Joyanes Aguilar;2014;QA76.64.J79P;QA;76.64;.J79P;2;
1152;Programacion en C, C++, JAVA y UML;Luis Joyanes Aguilar;2010;QA76.64.J79P;QA;76.64;.J79P;2;
1153;Programación en C, C++, Java y UML 2da Edicion;Luis Joyanes Aguilar;2014;QA76.64.J79P;QA;76.64;.J79P;3;
1154;Programacion en C, C++, JAVA y UML;Luis Joyanes Aguilar;2010;QA76.64.J79P;QA;76.64;.J79P;3;
1155;Estructura de datos con C++ objetos, abstracciones y diseño;Elliot B. Koffman;2008;QA76.64.K71;QA;76.64;.K71;1;
1156;Metodologia y tecnologia de la programacion;Rosalia Laza Fidalgo;2008;QA76.64.L32;QA;76.64;.L32;1;
1157;Metodologia y tecnologia de la programacion;Rosalia Laza Fidalgo;2008;QA76.64.L32;QA;76.64;.L32;2;
1158;Metodologia y tecnologia de la programacion;Rosalia Laza Fidalgo;2008;QA76.64.L32;QA;76.64;.L32;3;
1159;Metodologia de la programacion orientada a objetos;Leobardo Lopez Roman;2006;QA76.64.L83;QA;76.64;.L83;1;
1160;Metodologia de la programacion orientada a objetos;Leobardo Lopez Roman;2006;QA76.64.L83;QA;76.64;.L83;2;
1161;Metodologia de la programacion orientada a objetos;Leobardo Lopez Roman;2006;QA76.64.L83;QA;76.64;.L83;3;
1162;Metodologia de la programacion orientada a objetos;Leobardo Lopez Roman;2006;QA76.64.L83;QA;76.64;.L83;4;
1163;Metodologia de la programacion orientada a objetos;Leobardo Lopez Roman;2006;QA76.64.L83;QA;76.64;.L83;5;
1164;Metodologia de la programacion orientada a objetos;Leobardo Lopez Roman;2006;QA76.64.L83;QA;76.64;.L83;6;
1165;Programacion en Java Introduccion  a la programacion orientada a objetos;C. Tomas Wu;2008;QA76.64.W95;QA;76.64;.W95;1;
1166;Programacion en Java Introduccion a  la programacion orientada a objetos;C. Tomas Wu;2008;QA76.64.W95;QA;76.64;.W95;2;
1167;Programacion en Java Introduccion a  la programacion orientada a objetos;C. Tomas Wu;2008;QA76.64.W95;QA;76.64;.W95;3;
1168;Programacion en Java Introduccion a  la programacion orientada a objetos;C. Tomas Wu;2008;QA76.64.W95;QA;76.64;.W95;4;
1169;Programacion en Java Introduccion  a la programacion orientada a objetos;C. Tomas Wu;2008;QA76.64.W95;QA;76.64;.W95;5;
1170;Programacion en Java Introduccion  a la programacion orientada a objetos;C. Tomas Wu;2008;QA76.64.W95;QA;76.64;.W95;6;
1171;Programacion en Java Introduccion  a la programacion orientada a objetos;C. Tomas Wu;2008;QA76.64.W95;QA;76.64;.W95;7;
1172;Programacion en Java Introduccion  a la programacion orientada a objetos;C. Tomas Wu;2008;QA76.64.W95;QA;76.64;.W95;8;
1173;Introduccion a la programacion paralela;Francisco Almeida;2008;QA76.642.I61;QA;76.642;.I61;1;
1174;Introduccion a la programacion paralela;Francisco Almeida;2008;QA76.642.I61;QA;76.642;.I61;2;
1175;Lenguajes y traductores;Augusto Cortez Vasquez;2013;QA76.7.C78;QA;76.7;.C78;1;
1176;Lenguajes y traductores;Augusto Cortez Vasquez;2013;QA76.7.C78;QA;76.7;.C78;2;
1177;Programacion en lenguajes estructurados;Asuncion Criado Clavero;2006;QA76.7.C89;QA;76.7;.C89;1;
1178;Programacion en lenguajes estructurados;Asuncion Criado Clavero;2006;QA76.7.C89;QA;76.7;.C89;2;
1179;Programacion en lenguajes estructurados;Asuncion Criado Clavero;2006;QA76.7.C89;QA;76.7;.C89;3;
1180;Lenguajes de programacion y procesadores;Francisco Gortazar Bellas;2012;QA76.7.G74;QA;76.7;.G74;1;
1181;Lenguajes de programacion y procesadores;Francisco Gortazar Bellas;2012;QA76.7.G74;QA;76.7;.G74;2;
1182;Programacion en lenguajes estructurados;Felix Garcia;2008;QA76.7.P87;QA;76.7;.P87;1;
1183;Base de daros con Visual Basic;Luis Duran;2007;QA76.73..B3.D98;QA;76.73.;.B3.D98;1;
1184;Programacion Ensamblador Edicion 2009;Francisco Charte Ojeda;2009;QA76.73.A8.CH525;QA;76.73;.A8.CH525;1;
1185;Programacion Ensamblador Edicion 2009;Francisco Charte Ojeda;2009;QA76.73.A8.CH525;QA;76.73;.A8.CH525;2;
1186;Lenguaje emsamblador;Francisco Charte Ojeda;2009;QA76.73.A8.CH525L;QA;76.73;.A8.CH525L;1;
1187;Programacion Ensamblador paraDOS, Linux y Windows;Francisco Charte Ojeda;2003;QA76.73.A8.CH525P;QA;76.73;.A8.CH525P;1;
1188;Programacion Ensamblador paraDOS, Linux y Windows;Francisco Charte Ojeda;2003;QA76.73.A8.CH525P;QA;76.73;.A8.CH525P;2;
1189;Problemas resueltos de programacion en ensamblador;Alberto Gil Solla;2009;QA76.73.A8.G45;QA;76.73;.A8.G45;1;
1190;Lenguaje ensamblador Para computadoras basadas en Intel 5ta Edicion;Kip R. Irvine;2008;QA76.73.A8.I76;QA;76.73;.A8.I76;1;
1191;Lenguaje ensamblador Para computadoras basadas en Intel 5ta Edicion;Kip R. Irvine;2008;QA76.73.A8.I76;QA;76.73;.A8.I76;2;
1192;Lenguaje ensamblador Para computadoras basadas en Intel 5ta Edicion;Kip R. Irvine;2008;QA76.73.A8.I76;QA;76.73;.A8.I76;3;
1193;Lenguaje ensamblador Para computadoras basadas en Intel 5ta Edicion;Kip R. Irvine;2008;QA76.73.A8.I76;QA;76.73;.A8.I76;4;
1194;Estructura y tecnologia de computadores Prácticas en ensamblador;Diego Lopez Talavera;2009;QA76.73.A8.L88;QA;76.73;.A8.L88;1;
1195;Estructura y tecnologia de computadores Prácticas en ensamblador;Diego Lopez Talavera;2009;QA76.73.A8.L88;QA;76.73;.A8.L88;2;
1196;Visual basic.net 2005;Jose Canchucaja Vilchez;2005;QA76.73.B3.C25;QA;76.73;.B3.C25;1;
1197;Visual basic.net 2005;Jose Canchucaja Vilchez;2005;QA76.73.B3.C25;QA;76.73;.B3.C25;2;
1198;Visual basic.net 2005;Jose Canchucaja Vilchez;2005;QA76.73.B3.C25;QA;76.73;.B3.C25;3;
1199;Visual basic.net 2005;Jose Canchucaja Vilchez;2005;QA76.73.B3.C25;QA;76.73;.B3.C25;4;
1200;Visual basic.net 2005;Jose Canchucaja Vilchez;2005;QA76.73.B3.C25;QA;76.73;.B3.C25;5;
1201;Visual basic.net 2005;Jose Canchucaja Vilchez;2005;QA76.73.B3.C25;QA;76.73;.B3.C25;6;
1202;Visual basic local & server;Domingo Guillermo Carrasco Muñoz;2006;QA76.73.B3.C29;QA;76.73;.B3.C29;1;
1203;Visual basic local & server;Domingo Guillermo Carrasco Muñoz;2006;QA76.73.B3.C29;QA;76.73;.B3.C29;2;
1204;Visual basic 6.0;Domingo Guillermo Carrasco Muñoz;2006;QA76.73.B3.C29V;QA;76.73;.B3.C29V;1;
1205;Programacion en Visual Basic con SQL Server;Juan J. Castañeda Leon;2005;QA76.73.B3.C33;QA;76.73;.B3.C33;1;
